APPLICATION_NUMBER,FORM_NUMBER,FILE_DATE,STATUS_DATE,STATUS,STATUS_CODE,EXPIRATION_DATE,ESTIMATEDCOST,REVISEDCOST,"EXISTING USE","EXISTING UNITS","PROPOSED USE","PROPOSED UNITS",BLOCK,LOT,STREET_NUMBER,STREET_NUMBER_SFX,AVS_STREET_NAME,AVS_STREET_SFX,UNIT,UNIT_SFX,LAST_NAME,CONTRACTORPHONE,COMPANY_NAME,STREET,STREET_SUFFIX,CITY,STATE,ZIP_CODE,CONTACT_NAME,CONTACT_PHONE,DESCRIPTION
200406176734,8,2004/06/17,2004/06/17,ISSUED,9,2004/10/17,500,500,"1 FAMILY DWELLING",,"1 FAMILY DWELLING",1,6349,017B,213,,AMAZON,AV,,,,,,,,,,,,,"TO CLOSE 3 BY 3 WINDOW BETWEEN GARAGE& STORAGE RM FRAME W/2 BY 4 STUDS AT 16"" O.C. 5/8"" TYPE X GYPSU                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        "
200406176735,8,2004/06/17,2004/06/17,ISSUED,9,2004/10/17,1,1,APARTMENTS,,APARTMENTS,101,774,20,1099,,FILLMORE,ST,,,*,9253713100,"EDWARDS SYSTEMS TECHNOLOGY INC/EST SERVI","6646 OWENS DRIVE",,PLEASANTON,CA,94588-0000,,,"RENEWAL OF EXPIRED JOB CARD-APP NO. 200311120019- FINAL INSPECTION                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           "
200406176736,8,2004/06/17,2004/06/17,ISSUED,9,2004/12/17,10000,10000,"2 FAMILY DWELLING",,"2 FAMILY DWELLING",2,3596,102,3471,,19TH,ST,,,,,,,,,,,,,"REMOVE ILLEGAL DWELLING ON GRD FOOR AND CONVERT TO STORAGE HALF BATH WILL REMAIN.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             "
200406176736,8,2004/06/17,2004/06/17,ISSUED,9,2004/12/17,10000,10000,"2 FAMILY DWELLING",,"2 FAMILY DWELLING",2,3596,102,3473,,19TH,ST,,,,,,,,,,,,,"REMOVE ILLEGAL DWELLING ON GRD FOOR AND CONVERT TO STORAGE HALF BATH WILL REMAIN.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             "
200406176738,8,2004/06/17,2004/06/17,ISSUED,9,2004/10/17,4000,4000,"RETAIL SALES",,"RETAIL SALES",3,3582,71,415,,CASTRO,ST,,,KRASOWSKI,4159341325,"BEDROCK CONSTRUCTION",HAIGHT,ST,"SAN FRANCISCO",CA,94117-0000,,,"patch (e) walls, sheetrock, add electrical  plugs                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           "
200406186739,8,2004/06/18,2004/06/18,ISSUED,9,2004/12/18,10000,10000,"1 FAMILY DWELLING",,"1 FAMILY DWELLING",,6594,32,175,,27TH,ST,,,,5102617227,"ACKER & GUERRERO ROOF CO","1092 CALCOT PLACE",*,OAKLAND,CA,94606-0000,,,"REROOFING                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       "
200406186740,8,2004/06/18,2004/06/18,ISSUED,9,2004/12/18,6400,6400,"1 FAMILY DWELLING",,"1 FAMILY DWELLING",,4209,16,2826,,24TH,ST,,,HONG,4158223344,"WESTECH ROOFING CO",26TH,AV,"SAN FRANCISCO",CA,94122,,,"REROOFING                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             "
200406186742,8,2004/06/18,2004/06/18,ISSUED,9,2004/12/18,7000,7000,"1 FAMILY DWELLING",,"1 FAMILY DWELLING",1,2334B,37,2216,,CECILIA,AV,,,,,,,,,,,,,"REMOVE /REPLACE KITCHEN CABINETS (2ND FL). PAINT INTERIOR OF HOUSE + PAINT EXTERIOR FRONT SIDE WOOD/                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               "
200406186743,8,2004/06/18,2004/06/18,ISSUED,9,2004/10/18,3500,3500,"1 FAMILY DWELLING",,"1 FAMILY DWELLING",1,6279,16,676,,ATHENS,ST,,,,,,,,,,,,,"REPLACING WINDOWS, NO STRUCTURAL WORK. REPLACING TWO 5'X8' FRONT WINDOWS                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   "
200406186744,8,2004/06/18,2004/06/18,ISSUED,9,2004/10/18,100,100,OFFICE,,OFFICE,0,3610,19,2491,,MISSION,ST,,,,,,,,,,,,,"REMOVE NEON SIGN 2 BY 4 - NO NEW SIGN TO BE ERECTED                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           "
200406186745,8,2004/06/18,2004/06/18,ISSUED,9,2004/12/18,8000,8000,APARTMENTS,,APARTMENTS,103,3789,736,229,,BRANNAN,ST,16,D,ROBISON,4152846800,"ROBISON NIERI WHITE CONSTRUCTION",MANSFIELD,DR,"SOUTH SAN FRANCISCO",CA,94080-0000,,,"NO STRUCTURAL WORK. NEW HARDWOOD FLOOR. MINOR ELECTRICAL. PAINT.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     "
200406186746,8,2004/06/18,2004/06/18,ISSUED,9,2004/10/18,5000,5000,"RETAIL SALES",,"RETAIL SALES",0,233,44,4,,"EMBARCADERO CENTER",*,,,COLETTA,4156488140,"R. N. FIELD CONSTRUCTION","FOLSOM 2ND FLOOR",ST,"SAN FRANCISCO",CA,94105-0000,,,"SELECTIVE,NON STRUCT.DEMOLITION OF GYP.BD.,CASE WORK,CLG.& ASSOCIATED SYSTEM.INTERIOR NON STRUCTURAL                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          "
200406186747,8,2004/06/18,2004/06/18,ISSUED,9,2004/10/18,5000,5000,"RETAIL SALES",,"RETAIL SALES",0,233,44,4,,"EMBARCADERO CENTER",*,,,COLETTA,4156488140,"R. N. FIELD CONSTRUCTION","FOLSOM 2ND FLOOR",ST,"SAN FRANCISCO",CA,94105-0000,"FLYNN ROSENTHAC",4154340320,"SELECTIVE INTERIOR DEMOLITION BACK TO BACK BLDG. STRUCT.& SYSTEMS INCLUDING GYP BD. PARTITION,CASEWO                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 "
200406186749,8,2004/06/18,2004/06/18,ISSUED,9,2004/10/18,3100,3100,APARTMENTS,,APARTMENTS,3,3541,66,115,,NOE,ST,,,,5107771234,"ARMSTRONG INSTALLATION SERVICE INC.","SAN PABLO",AV,EMERYVILLE,CA,94608-0000,,,"REPLACE 5 SHEETS OF 4'X9' ""T-111"" SIDING. REPLACE 60' OF ROUGH REDWOOD IN DISPERSED AREAS AROUND HOM                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     "
200406186750,8,2004/06/18,2004/06/18,ISSUED,9,2004/10/18,4800,4800,"1 FAMILY DWELLING",,"1 FAMILY DWELLING",,6941,42,238,,MIRAMAR,AV,,,,4157062787,"GOLDEN CITY ROOFING CO",BALBOA,ST,"SAN FRANCISCO",CA,94118,,,"REROOFING                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  "
200406186751,8,2004/06/18,2004/06/18,ISSUED,9,2004/10/18,1,1,OFFICE,,OFFICE,0,3547,2,1850,,MISSION,ST,,,,4679393,"UNIVERSAL ELECTRIC/PACIFC","95 BOUTWELL STREET",*,"SAN FRANCISCO",CA,94124,,,"RENEWL#200305285624 FOR FINAL INSPECTION                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        "
200406186752,8,2004/06/18,2004/06/18,ISSUED,9,2004/10/18,1883,1883,"2 FAMILY DWELLING",,"2 FAMILY DWELLING",2,1137,012A,2944,,TURK,BL,,,,6505830860,"ALEXANDER COMPANY",HARBOR,WY,"S SAN FRANCISCO",CA,94080-0000,,,"REPLACE 2 WINDOWS SIZE FOR SIZE. VISIBLE FROM STREET. WOOD TO WOOD. ONE VISIBLE FROM STREET. OTHER                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               "
200406186752,8,2004/06/18,2004/06/18,ISSUED,9,2004/10/18,1883,1883,"2 FAMILY DWELLING",,"2 FAMILY DWELLING",2,1137,012A,2946,,TURK,ST,,,,6505830860,"ALEXANDER COMPANY",HARBOR,WY,"S SAN FRANCISCO",CA,94080-0000,,,"REPLACE 2 WINDOWS SIZE FOR SIZE. VISIBLE FROM STREET. WOOD TO WOOD. ONE VISIBLE FROM STREET. OTHER                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               "
200406186753,8,2004/06/18,2004/06/18,ISSUED,9,2004/10/18,2783,2783,"1 FAMILY DWELLING",,"1 FAMILY DWELLING",1,1431,017A,285,,02ND,AV,,,,9252452000,"SEARS HOME IMPROVEMENT PRODUCTS","E. AIRWAY BL",,LIVERMORE,CA,94550-0000,,,"INSTALL 3 WINDOWS AT REAR OF HOUSE. NOT VISIBLE FROM STREET NO PL WINDOWS.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            "
200406186754,8,2004/06/18,2004/06/18,ISSUED,9,2004/10/18,5000,5000,"HEALTH STUDIOS & GYM",,"HEALTH STUDIOS & GYM",0,297,11,665,,SUTTER,ST,,,,,,,,,,,,,"rev. to pa#2000/10/12///2780s3 - to install berm for day tank/generator                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            "
200406186755,8,2004/06/18,2004/06/18,ISSUED,9,2004/12/18,18428,18428,"1 FAMILY DWELLING",,"1 FAMILY DWELLING",1,6712,31,83,,ARBOR,ST,,,,9252452000,"SEARS HOME IMPROVEMENT PRODUCTS","E. AIRWAY BL",,LIVERMORE,CA,94550-0000,,,"INSTALL EXTERIOR SIDING OVER ENTIRE HOUSE 1570 SF TOTAL. FRONT & REAR ONLY. W/(N) WINYL SIDING.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             "
200406186756,8,2004/06/18,2004/06/18,ISSUED,9,2004/12/18,8575,8575,"1 FAMILY DWELLING",,"1 FAMILY DWELLING",1,2176,19,2175,,41ST,AV,,,,9252452000,"SEARS HOME IMPROVEMENT PRODUCTS","E. AIRWAY BL",,LIVERMORE,CA,94550-0000,,,"INSTALL EXTERIOR SIDING AT FRONT & REAR OF HOUSE. 722 FT TOTAL. NOT TO COVER GARAGE LEVEL AT FRONT.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            "
200406186757,8,2004/06/18,2004/06/18,ISSUED,9,2004/12/18,6246,6246,"1 FAMILY DWELLING",,"1 FAMILY DWELLING",1,5900,10,58,,"WEST VIEW",AV,,,,9252452000,"SEARS HOME IMPROVEMENT PRODUCTS","E. AIRWAY BL",,LIVERMORE,CA,94550-0000,,,"INSTALL 5 WINDOS AT BED 1+2 KITCHEN, DINING RM + LIVING RM, NO CHANGE IN OPENING SIZES. VISIBLE FROM                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        "
200406186758,8,2004/06/18,2004/06/18,ISSUED,9,2004/12/18,7950,7950,"1 FAMILY DWELLING",,"1 FAMILY DWELLING",1,6772,8,124,,CIRCULAR,AV,,,,9252452000,"SEARS HOME IMPROVEMENT PRODUCTS","E. AIRWAY BL",,LIVERMORE,CA,94550-0000,,,"INSTALL 5 WINDOWS NO CHANGE IN OPENING SIDES. BEDROOMS MEET EGRESS REQUIREMENT. VISIBLE FROM STREET.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   "
200406186760,8,2004/06/18,2004/06/18,ISSUED,9,2004/10/18,700,700,OFFICE,,OFFICE,0,3708,56,525,,MARKET,ST,,,PATTERSON,5103464300,"ACCO ENGINEERED SYSTEMS",ALADDIN,AV,"SAN LEANDRO",CA,94577-4311,ACCO,,"RELOCATE DIFFUSERS, OTI-2, 30TH FLOOR-ME.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       "
200406186761,8,2004/06/18,2004/06/18,ISSUED,9,2004/12/18,8000,8000,"RETAIL SALES",,"RETAIL SALES",,3519,38,353,,10TH,ST,,,AHN,4158229100,"SUN ROOFING",JENNINGS,ST,"SAN FRANCISCO",CA,94110-0000,,,"REROOFING                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   "
200406186763,8,2004/06/18,2004/06/18,ISSUED,9,2004/12/18,8100,8100,OFFICE,,OFFICE,0,258,32,601,,CALIFORNIA,ST,,,,9252730100,"SIMPLEX GRINNELL",PRESTON,AV,LIVERMORE,CA,94550-0000,,,"a tenant improvement of the shattuck hammonds suite 21st floor                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       "
200406186764,8,2004/06/18,2004/06/18,ISSUED,9,2004/12/18,7000,7000,OFFICE,,OFFICE,0,3708,56,525,,MARKET,ST,,,PATTERSON,5103464300,"ACCO ENGINEERED SYSTEMS",ALADDIN,AV,"SAN LEANDRO",CA,94577-4311,"ACCO ENGINEERING SYSTEM",,"ADD VAV BOX 7 TRANSFER FOR, ADD/RELOCATE DIFFUSERS-OTI-2 WITH PA 200405143951 2 OTI-2, 31st FL.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            "
200406186765,8,2004/06/18,2004/06/18,ISSUED,9,2005/06/18,30000,30000,"1 FAMILY DWELLING",,"1 FAMILY DWELLING",1,1551,31,574,,09TH,AV,,,,,,,,,,,,,"RMOVE + REPLACE (E) BATH FIXTURES +TILE.KICHEN CABINETS + FIXTURES. NO STRUCTURAL WORK.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           "
200406186766,4,2004/06/18,2004/06/18,ISSUED,9,,,4000,OFFICE,,,,166,1,101,,BROADWAY,*,,,BARTIZAL,5103363838,"GOLDEN GATE SIGN COMPANY",INDEPENDENT,RD,OAKLAND,CA,94621-0000,,,"TO ERECT SINGLE FACED ELECTRIC SIGN                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        "
200406186767,8,2004/06/18,2004/06/18,ISSUED,9,2004/10/18,1,1,APARTMENTS,,APARTMENTS,13,477,5,2701,,LARKIN,ST,,,,4159549450,"HOWARD S WRIGHT CONSTRUCTION CO.","PONTIUS AVE N, #100,P.O. BOX 3764",,SEATTLE,WA,98124-0000,,,"REVISE PERMIT#200406045607 TO CLARIFY THE WORK WAS DELETED AND NEVER WAS DONE.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     "
200406186768,8,2004/06/18,2004/06/18,ISSUED,9,2004/10/18,4000,4000,OFFICE,,OFFICE,0,258,32,601,,CALIFORNIA,ST,,,,9252730100,"SIMPLEX GRINNELL",PRESTON,AV,LIVERMORE,CA,94550-0000,,,"A SMALL SYSTEM IMPROVEMENT OF THE UNOCCUPIED 13TH FLOOR -                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           "
200406186771,8,2004/06/18,2004/06/18,ISSUED,9,2004/10/18,3200,3200,"2 FAMILY DWELLING",,"2 FAMILY DWELLING",2,1050,27,2647,,PINE,ST,,,,,,,,,,,,,"CHANGE 9 WINDOWS FRONT OF BUILDING ONLY SANE SIZE SAME LOCATION.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                "
200406186772,8,2004/06/18,2004/06/18,ISSUED,9,2004/10/18,2000,2000,"FOOD/BEVERAGE HNDLNG",,"FOOD/BEVERAGE HNDLNG",0,1034,5,3465,,CALIFORNIA,ST,,,,,,,,,,,"TERRY & TERRY ARCHITECTURE",5105250504,"REV.APPL#200403309996 ADD DETAILS @ KITCHEN SOFFIT AREA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       "
200406186774,8,2004/06/18,2004/06/18,ISSUED,9,2004/12/18,5400,5400,"RETAIL SALES",,"RETAIL SALES",0,3712,23,60,,SPEAR,ST,,,,4153570779,"WCP SVCS, DBA: VENTURE BUILDERS"," HOWARD ST",,"SAN FRANCISCO",CA,94105-0000,"PAMELA HARRIS",4157163549,"NEW HC RAMP @LOADING AREA & NEW SLOPED WALK @ REAR EXIT.ADD WORK TO APPL#200401164239,200312172489,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        "
200406186775,8,2004/06/18,2004/06/18,ISSUED,9,2004/10/18,1000,1000,"1 FAMILY DWELLING",,"1 FAMILY DWELLING",1,2753,19,169,,"GRAND VIEW",AV,,,,,,,,,,,,,"COMPLY W/ NOV 200449733,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     "
200406186776,8,2004/06/18,2004/06/18,ISSUED,9,2004/12/18,7500,7500,"RETAIL SALES",,"RETAIL SALES",0,25,20,765,,BEACH,ST,,,BRESSLER,4159236711,"JAB CONSTRUCTION CO",JONES,ST,"SAN FRANCISCO",CA,94109-0000,,,"REMOVE & REPLACE NON COMPLIANT STAIRCASE & PAD                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          "
200406186778,8,2004/06/18,2004/06/18,ISSUED,9,2004/12/18,15000,1,OFFICE,,OFFICE,0,309,3,105,,GRANT,AV,,,,,,,,,,,,,"REVISION TO PA 9908813: SEISMIC UPGRADE FOR ENTIRE (E) BLDG., NEW FIRE ALARM/SPRINKLER, NEW ***                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         "
200406186781,8,2004/06/18,2004/06/18,ISSUED,9,2004/10/18,5000,5000,"1 FAMILY DWELLING",,"1 FAMILY DWELLING",,6917,17,325,,URBANO,DR,,,,4155887151,"ATLAS ROOFING CO","MISSION ROAD",,"SO SAN FRANCISCO",CA,94080-0000,,,"REROOFING                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             "
200406186782,8,2004/06/18,2004/06/18,ISSUED,9,2004/12/18,11000,11000,"1 FAMILY DWELLING",,"1 FAMILY DWELLING",1,539,10,2200,,GREEN,ST,,,,4153172349,"HOUGH CONSTRUCTION","MISSION ST",,"SAN FRANCISCO",CA,94110-0000,,,"INSTALL ANCHOR BOLTS TO CONCRETE FOUNDATION.VOLUNTARY WK TWIST STRAPS IN LIEU OF 5/8"" AT TIGHT AREA.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         "
200406186784,8,2004/06/18,2004/06/18,ISSUED,9,2004/10/18,1,1,"FOOD/BEVERAGE HNDLNG",,"FOOD/BEVERAGE HNDLNG",6,1607,022B,3643,,BALBOA,ST,,,,,,,,,,,,,"OCCUPANT LOAD CALCULATION ONLY PER FIRE INSPECTOR'S REQUIREMENTS                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 "
200406186786,8,2004/06/18,2004/06/18,ISSUED,9,2004/10/18,1650,1650,"1 FAMILY DWELLING",,"1 FAMILY DWELLING",,3203,35,119,,DELANO,AV,,,CHENG,4158060863,"VIP ROOFING  AND CONSTRUCTION CO.","YOSEMITE #57-B",,"SAN FRANCISCO",CA,94124-0000,,,"REROOFING                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          "
200406186787,8,2004/06/18,2004/06/18,ISSUED,9,2004/12/18,14000,14000,APARTMENTS,,APARTMENTS,3,250,10,1308,,LARKIN,ST,,,,,,,,,,,,,"INSTALL CENTRAL HEAT IN EACH UNIT                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 "
200406186787,8,2004/06/18,2004/06/18,ISSUED,9,2004/12/18,14000,14000,APARTMENTS,,APARTMENTS,3,250,10,1310,,LARKIN,ST,,,,,,,,,,,,,"INSTALL CENTRAL HEAT IN EACH UNIT                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 "
200406186787,8,2004/06/18,2004/06/18,ISSUED,9,2004/12/18,14000,14000,APARTMENTS,,APARTMENTS,3,250,10,1312,,LARKIN,ST,,,,,,,,,,,,,"INSTALL CENTRAL HEAT IN EACH UNIT                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 "
200406186789,8,2004/06/18,2004/06/18,ISSUED,9,2004/12/18,8250,8250,"1 FAMILY DWELLING",,"1 FAMILY DWELLING",,1108,004D,120,,EWING,TR,,,CHENG,4158060863,"VIP ROOFING  AND CONSTRUCTION CO.","YOSEMITE #57-B",,"SAN FRANCISCO",CA,94124-0000,,,"REROOFING                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         "
200406186792,8,2004/06/18,2004/06/18,ISSUED,9,2004/12/18,5265,5265,"2 FAMILY DWELLING",,"2 FAMILY DWELLING",2,640,6,1930,,CALIFORNIA,ST,,,,6505830860,"ALEXANDER COMPANY",HARBOR,WY,"S SAN FRANCISCO",CA,94080-0000,,,"REPLACE 4 WINDOWS SIZE FOR SIZE SAME PLACE & LOCATION. VISIBLE FROM STREET. ALUMINUM TO ALUMINUM. 4                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 "
200406186814,8,2004/06/18,2004/06/18,ISSUED,9,2004/12/18,6000,6000,"1 FAMILY DWELLING",,"1 FAMILY DWELLING",,3614,43,741,,SHOTWELL,ST,,,ANGEL,4153055409,"ANGELO'S ROOFING AND MAINTENANCE","P.O. BOX 4418",,"DAILY CITY",CA,94016-0000,,,"REROOFING                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 "
200406186793,8,2004/06/18,2004/06/18,ISSUED,9,2004/10/18,4784,4784,"1 FAMILY DWELLING",,"1 FAMILY DWELLING",1,2318,021A,2287,,31ST,AV,,,,6505830860,"ALEXANDER COMPANY",HARBOR,WY,"S SAN FRANCISCO",CA,94080-0000,,,"REPLACE 4 WINDOWS SIZE FOR SIZE SAME PLACE & LOCATION. VISIBLE FROM STREET. VINYL TO VINYL                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              "
